APOA2	Hyperlipidemia, familial combined	
LDLR	Hyperlipidemia, combined, 1	
CNR1	Hyperlipidemia, combined, 1	
APOC3	Hyperlipidemia, combined, 1	
CYP2D6	Hyperlipidemia, combined, 1	
PTH	Hyperlipidemia, combined, 1	
C3	Hyperlipidemia, combined, 1	
APOE	Hyperlipidemia, familial combined	
HP	Hyperlipidemia, combined, 1	
APOE	Hyperlipidemia, combined, 1	
CYP3A4	Hyperlipidemia, combined, 1	
TFG	Hyperlipidemia, combined, 1	
APOC3	Hyperlipidemia, familial combined	
SHC1	Hyperlipidemia, combined, 1	
KL	Hyperlipidemia, combined, 1	
CYP2C9	Hyperlipidemia, combined, 1	
FABP2	Hyperlipidemia, familial combined	
CCR2	Hyperlipidemia, combined, 1	
AGTR2	Hyperlipidemia, combined, 1	
APOA2	Hyperlipidemia, combined, 1	
ABCB1	Hyperlipidemia, combined, 1	
SLC10A1	Hyperlipidemia, combined, 1	
F5	Hyperlipidemia, combined, 1	
FSHR	Hyperlipidemia, combined, 1	
TRH	Hyperlipidemia, combined, 1	
AGT	Hyperlipidemia, combined, 1	
CYP2C19	Hyperlipidemia, combined, 1	
ESR1	Hyperlipidemia, combined, 1	
LRP2	Hyperlipidemia, combined, 1	
ALB	Hyperlipidemia, familial combined	
F2	Hyperlipidemia, combined, 1	
APOB	Hyperlipidemia, combined, 1	
CYP3A5	Hyperlipidemia, combined, 1	
NPHS1	Hyperlipidemia, combined, 1	
NPY	Hyperlipidemia, combined, 1	
APOC1	Hyperlipidemia, combined, 1	
FN1	Hyperlipidemia, familial combined	
FABP2	Hyperlipidemia, combined, 1	
SLC25A13	Hyperlipidemia, combined, 1	
GCG	Hyperlipidemia, combined, 1	
GH1	Hyperlipidemia, combined, 1	
ADRB2	Hyperlipidemia, combined, 1	
ADM	Hyperlipidemia, combined, 1	
ESR2	Hyperlipidemia, combined, 1	
CD59	Hyperlipidemia, familial combined	
ADRB1	Hyperlipidemia, combined, 1	
GAL	Hyperlipidemia, combined, 1	
CDCP1	Hyperlipidemia, combined, 1	
ALB	Hyperlipidemia, combined, 1	
SLCO1B1	Hyperlipidemia, combined, 1	
ADRB3	Hyperlipidemia, combined, 1	
CCR7	Hyperlipidemia, combined, 1	
APOA4	Hyperlipidemia, combined, 1	
APOC2	Hyperlipidemia, combined, 1	
APOA4	Hyperlipidemia, familial combined	
APOA1	Hyperlipidemia, familial combined	
PTPRA	Hyperlipidemia, combined, 1	
CRABP2	Hyperlipidemia, familial combined	
CCR5	Hyperlipidemia, combined, 1	
CYP2C8	Hyperlipidemia, combined, 1	
F7	Hyperlipidemia, combined, 1	
CYP19A1	Hyperlipidemia, combined, 1	
SAA1	Hyperlipidemia, combined, 1	
IRS1	Hyperlipidemia, combined, 1	
CCL5	Hyperlipidemia, combined, 1	
APOA1	Hyperlipidemia, combined, 1	
MTHFR	Hyperlipidemia, combined, 1	
LDLRAP1	Hyperlipidemia, combined, 1	
AGTR1	Hyperlipidemia, combined, 1	
CYP2C19	CYP2C19*1, CYP2C19*16, CYP2C19*2	0.99	
UGT1A	rs8330	0.9135172474836407	
Methotrexate	SLCO1B3	1	
ADORA1	NPB	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:q6IZvGeHHY4cOWPHVW3Z7k177/w32630	0.8638247395845513	
CXCL5	rs352046	0.8323605674809277	
CHRM2	CCR6	0.8354005520686607	
ANKK1	rs7118900	0.9702989999999999	
DRD3	APLN	0.8407682499807351	
DRD2	MCHR2	0.8354005520686607	
DRD4	FPR2	0.8354005520686607	
HRH4	ADRA2C	0.8252219011119977	
P2RY12	P2RY13	0.8354005520686607	
HTR5A	LPAR5	0.8252219011119977	
ADRA2A	GNAZ	0.8567933402497072	
CHRM3	HRH1	0.8354005520686607	
EGFR	IL2	0.8435102388865442	
HRH4	CXCL10	0.8407682499807351	
Lidocaine	ABCB1	1	
ADRB1	ADORA2B	0.8354005520686607	
HTR2A	NMB	0.8407682499807351	
HTR5A	CXCR1	0.8354005520686607	
UGT1A1	rs1042640	0.9509900498999999	
Testosterone	SLCO1A2	1	
ADRA1D	GHRL	0.8407682499807351	
ADRA1B	GNA12	0.8526462282435747	
HRH4	CCL25	0.8407682499807351	
UGT1A	rs10929303	0.8600583546412883	
HRH4	S1PR1	0.8252219011119977	
DRD4	CCL21	0.8407682499807351	
FOLR1	TMED9	0.8491915666913814	
HTR1A	CXCR4	0.8354005520686607	
Pramipexole	HTR2A	1	
DRD2	NPBWR2	0.8354005520686607	
CHRM5	P2RY1	0.8354005520686607	
CHRM4	NPY1R	0.8252219011119977	
ADRA1B	AGT	0.8407682499807351	
DRD4	HTR1E	0.8354005520686607	
HRH4	NMS	0.8407682499807351	
GRIN2B	CAMK2G	0.8516636985739204	
GPR18	FPR1	0.8354005520686607	
CHRM3	EDNRB	0.8252219011119977	
CHRM5	GRPR	0.8354005520686607	
DRD1	GIP	0.8407682499807351	
Memantine	GRIN2A	1	
HRH4	rs4483927	0.99	
Methotrexate	AOX1	1	
CHRM4	ANXA1	0.8459813396079446	
ADRA1D	HCRTR2	0.8252219011119977	
CYP2B6	rs7254579	0.99	
Prasugrel	CYP2B6	1	
DRD2	HCAR2	0.8354005520686607	
HTR1B	C3AR1	0.8354005520686607	
HTR2A	GNRHR2	0.8354005520686607	
DRD3	KNG1	0.8407682499807351	
HTR1A	OXER1	0.8252219011119977	
HTR5A	GRM6	0.8252219011119977	
AGTR1	UTS2	0.8407682499807351	
AGTR1	GRP	0.8407682499807351	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*8	0.99	
JAK2	STAT1	0.8673180881471152	
ABCG2	rs12505410	0.99	
GRIN2A	NEFL	0.8398120133516425	
HRH2	ADCYAP1	0.8407682499807351	
CHRM2	TAS2R40	0.8354005520686607	
ADORA1	S1PR1	0.8252219011119977	
CYP2D6	rs5030655	0.99	
ADORA1	RLN3	0.8459813396079446	
HTR1A	PPY	0.833320481754769	
P2RY12	CCR10	0.8354005520686607	
Methotrexate	GGH	1	
CYP2D6	rs1065852	0.99	
CHRM1	GRP	0.8407682499807351	
ADRA2C	rs61767072	0.99	
EGFR	FGF23	0.8658423074095727	
Aripiprazole	CHRM3	1	
HTR1A	CCL20	0.8407682499807351	
DRD3	TAS2R14	0.8354005520686607	
HTR1D	HEBP1	0.8407682499807351	
APOC1	rs7412	0.8107944315918569	
HTR1E	MTNR1B	0.8252219011119977	
HTR5A	TAS2R14	0.8354005520686607	
HTR2A	GHRL	0.8407682499807351	
HTR1D	FPR1	0.8354005520686607	
HTR1D	CXCL2	0.8407682499807351	
OPRK1	GNG2	0.8526462282435747	
HRH4	SSTR4	0.8354005520686607	
Methotrexate	DHFR	1	
DRD4	NPBWR1	0.8354005520686607	
HTR1B	CCL20	0.8407682499807351	
DRD3	HTR1B	0.8354005520686607	
HTR2B	UTS2	0.8407682499807351	
HTR1B	GRM7	0.8252219011119977	
CHRM2	CNR2	0.8354005520686607	
UGT1A9	rs3806598	0.9509900498999999	
OPRK1	NMS	0.8407682499807351	
GPR18	GABBR2	0.8252219011119977	
OPRK1	GRM8	0.8252219011119977	
EGFR	SGIP1	0.8658049874828022	
GRIN2B	GRB2	0.8670770245481983	
HTR2A	SAA1	0.833320481754769	
Glycine	SLC6A9	1	
EGFR	FGF3	0.8619307007599862	
UGT1A1	UGT1A1*1, UGT1A1*28	0.9135172474836407	
CYP2D6	rs567606867	0.99	
HRH1	NMS	0.8407682499807351	
GRIN2A	CAMK2D	0.8516636985739204	
OPRK1	BDKRB1	0.8354005520686607	
HTR2B	GRP	0.8407682499807351	
NR1I2	rs2472677	0.99	
CHRM2	CCL21	0.8407682499807351	
GPR18	OXGR1	0.8354005520686607	
DRD2	TAS2R50	0.8354005520686607	
CYP1A2	rs72547517	0.99	
P2RY12	INSL5	0.8407682499807351	
JAK2	GHR	0.8660919538865761	
CHRM4	TAS2R39	0.8354005520686607	
HTR2A	GPR17	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTN	0.8638247395845513	
Propofol	CYP1A1	1	
HTR2B	CCK	0.833320481754769	
CYP2D6	rs3892097	0.99	
CHRM2	TAS2R16	0.8354005520686607	
EGFR	KIAA0319	0.8628338709774962	
GPR18	POMC	0.8407682499807351	
P2RY12	HCAR2	0.8354005520686607	
HTR5A	PTGER3	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FN1	0.8638247395845513	
DRD3	CXCL13	0.8407682499807351	
HTR1A	TAS2R7	0.8354005520686607	
HTR2B	GPR17	0.8252219011119977	
DRD2	CXCR6	0.8354005520686607	
DRD1	ADRB1	0.8354005520686607	
GPR18	TAS2R10	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SETX	0.8638247395845513	
HTR6	PTH1R	0.8354005520686607	
rs4987161	CYP3A	0.9801	
Pramipexole	ADRA2C	1	
JAK2	IL5	0.865097443947573	
ADRB2	CRH	0.8407682499807351	
HRH4	TAS2R46	0.8354005520686607	
DRD2	S1PR1	0.8252219011119977	
CYP1A2	rs2470890	0.99	
HTR7	ADRB3	0.8354005520686607	
CYP19A1	rs4646	0.99	
DRD1	GCG	0.849809014912932	
CHRM1	KNG1	0.8407682499807351	
UGT1A9	rs6714486	0.99	
JAK1	PTPN11	0.8447236169788426	
DRD4	LPAR1	0.8252219011119977	
CHRM5	LPAR2	0.8252219011119977	
P2RY12	rs6787801	0.99	
P2RY12	MTNR1B	0.8252219011119977	
CHRM2	TAS2R1	0.8354005520686607	
CYP2C9	rs1057910	0.99	
GRIN2C	GRIN2D	0.8354005520686607	
Methotrexate	SLC22A11	1	
ADRB2	GNG2	0.8526462282435747	
HTR1E	GRM7	0.8252219011119977	
HTR1B	APLN	0.8407682499807351	
HTR5A	SSTR4	0.8354005520686607	
EGFR	EPN1	0.8671306900274336	
CHRM3	QRFPR	0.8252219011119977	
EGFR	FNBP1L	0.863443159858049	
DRD3	S1PR3	0.8252219011119977	
ADRA1B	GRP	0.8407682499807351	
HTR2B	FFAR1	0.8354005520686607	
UGT1A7	rs2070959	0.9320653479069899	
GPR18	HTR1A	0.8354005520686607	
Aripiprazole	HRH1	1	
HRH1	P2RY11	0.8252219011119977	
UGT1A1	rs8330	0.99	
CHRM1	CASR	0.8354005520686607	
CHRM1	GCGR	0.8354005520686607	
HTR1A	GABBR1	0.8252219011119977	
DRD4	GRM7	0.8252219011119977	
rs2070959	UGT1A10	0.96059601	
rs6759892	UGT1A7	0.9043820750088043	
HRH4	POMC	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.818984274335209	
HTR1D	CCR7	0.8354005520686607	
HRH4	CXCR5	0.8354005520686607	
UGT1A6	rs4261716	0.9702989999999999	
DRD5	GPR150	0.8252219011119977	
DRD4	ADRA2C	0.8252219011119977	
CHRM4	S1PR2	0.8252219011119977	
HTR6	PTH2	0.8407682499807351	
CYP1A2	CYP1A2*1A, CYP1A2*1F	0.99	
DRD5	VIPR2	0.8252219011119977	
CHRM2	P2RY4	0.8354005520686607	
ADRB2	FCHO1	0.8583026292860755	
CYP3A4	rs12721627	0.99	
EGFR	SNX9	0.863443159858049	
Tofacitinib	JAK2	1	
ADRB2	CALCA	0.8407682499807351	
SLC22A1	rs2282143	0.99	
AGTR1	GCGR	0.8354005520686607	
ADORA1	PYY	0.833320481754769	
Fluoxetine	CYP1A2	1	
HTR1A	rs878567	0.99	
CHRM4	HCAR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA2	0.8638247395845513	
HTR1D	ANXA1	0.8459813396079446	
ADRA1B	GPR17	0.8252219011119977	
AGTR1	HTR2B	0.8354005520686607	
CHRM4	GNG2	0.8526462282435747	
DRD4	S1PR1	0.8252219011119977	
HTR2A	CCKBR	0.8354005520686607	
rs6759892	UGT1A10	0.9043820750088043	
CHRM4	TAS2R1	0.8354005520686607	
GPR18	TAS2R19	0.8354005520686607	
HRH4	TAS2R3	0.8354005520686607	
HTR1A	APLN	0.8407682499807351	
CHRM5	MLNR	0.8354005520686607	
DRD2	HCAR1	0.8354005520686607	
rs1042640	UGT1A	0.9414801494009999	
Lidocaine	CYP1A2	1	
HTR5A	CXCL12	0.8407682499807351	
DRD3	GALR3	0.8252219011119977	
ADRB2	FNBP1	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC25A13	0.8638247395845513	
ADRA1D	GRM5	0.8354005520686607	
P2RY12	NPY5R	0.8252219011119977	
CHRM2	CCR1	0.8354005520686607	
DRD2	TAS2R45	0.8354005520686607	
CHRM4	NPY2R	0.8252219011119977	
HRH4	GNAT3	0.8526462282435747	
JAK2	JAK3	0.8554315896386415	
VKORC1	rs55894764	0.99	
Estradiol	ABCC10	1	
HTR2B	GNRHR2	0.8354005520686607	
HTR6	GPR150	0.8252219011119977	
HTR2B	GPR4	0.8354005520686607	
DRD2	TAS2R16	0.8354005520686607	
CHRM5	PTGER1	0.8252219011119977	
ADORA1	P2RY12	0.8354005520686607	
CHRM2	CXCR3	0.8354005520686607	
DRD4	CXCR4	0.8354005520686607	
EGFR	LAT	0.8435102388865442	
UGT1A9	rs35350960	0.9320653479069899	
JAK1	CAMK2A	0.8354005520686607	
ADRA1D	KISS1R	0.8252219011119977	
HTR1A	TAS2R43	0.8354005520686607	
HTR6	MC3R	0.8252219011119977	
ADORA1	PPBP	0.8407682499807351	
ADRA1B	EDN1	0.833320481754769	
HRH2	PTHLH	0.8407682499807351	
CHRM2	VAMP2	0.863443159858049	
CHRM3	XCR1	0.8252219011119977	
FOLR1	DYNC1LI1	0.8381680014777021	
EGFR	FGF19	0.857607030791991	
ADRA1B	FFAR3	0.8354005520686607	
CHRM4	OPRD1	0.8354005520686607	
CHRM5	XCL1	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDCP1	0.8638247395845513	
DRD2	GNAI3	0.8526462282435747	
DRD2	rs4460839	0.99	
EGFR	TEK	0.8435102388865442	
HTR1E	ADRA2B	0.8252219011119977	
HTR2C	EDN3	0.833320481754769	
OPRK1	SUCNR1	0.8354005520686607	
ADRA1D	OPN4	0.8354005520686607	
UGT1A1	rs887829	0.9320653479069899	
HTR1A	TAS2R45	0.8354005520686607	
HTR1B	RXFP4	0.8354005520686607	
UGT1A6	UGT1A6*2a	0.99	
EGFR	TGOLN2	0.8628338709774962	
UGT1A7	rs17868323	0.8953382542587163	
Quetiapine	HTR2A	1	
UGT1A6	rs4261716	0.99	
DRD4	RLN3	0.8459813396079446	
HTR1A	HCAR1	0.8354005520686607	
HTR1E	APP	0.8407682499807351	
ADRA1B	SAA1	0.833320481754769	
ADRB2	GPR32	0.8252219011119977	
CHRM2	SLC18A3	0.863443159858049	
ADORA1	CNR2	0.8354005520686607	
HTR5A	TAS2R42	0.8354005520686607	
HTR1A	CCR9	0.8354005520686607	
HTR2C	GNA15	0.8595571341704282	
GPR18	NPBWR1	0.8354005520686607	
Zidovudine	ABCG2	1	
OPRK1	NPY1R	0.8252219011119977	
GPR18	ADRA2C	0.8252219011119977	
CYP2C9	CYP2C9*1, CYP2C9*11, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6	0.99	
SLC22A1	rs34130495	0.99	
AGTR1	AVPR1A	0.8354005520686607	
HTR1E	CXCL2	0.8407682499807351	
AGTR1	LTB4R	0.8252219011119977	
rs2070959	UGT1A7	0.8863848717161291	
EGFR	DIAPH1	0.8197146809151086	
CHRM5	LPAR6	0.8354005520686607	
HTR6	RLN3	0.8407682499807351	
OPRK1	APLNR	0.8354005520686607	
HRH4	NPY5R	0.8252219011119977	
HRH4	CXCR3	0.8354005520686607	
CHRM5	OPN4	0.8354005520686607	
P2RY12	CCL20	0.8407682499807351	
HTR2B	EDN3	0.833320481754769	
HTR5A	ADORA1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PALB2	0.8638247395845513	
UGT1A9	rs34993780	0.9135172474836407	
GPR18	CXCL6	0.8459813396079446	
ADORA1	LPAR1	0.8252219011119977	
GRIN1	EFNB3	0.8526462282435747	
CHRM4	HCAR3	0.8354005520686607	
DRD1	RAMP2	0.8421959353175904	
HTR1B	C5AR1	0.8354005520686607	
ADRA1B	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
CHRM4	CORT	0.8407682499807351	
CYP2A6	rs8192720	0.99	
HRH1	QRFPR	0.8252219011119977	
HRH4	NPB	0.8407682499807351	
HTR1D	LPAR5	0.8252219011119977	
HTR5A	HRH4	0.8354005520686607	
P2RY12	HRH4	0.8354005520686607	
CHRM4	CCL16	0.8407682499807351	
MTHFR	rs1476413	0.99	
HTR2B	KISS1R	0.8252219011119977	
HTR2C	GAST	0.8407682499807351	
CHRM2	TAS2R41	0.8354005520686607	
EGFR	CD3G	0.8628338709774962	
HTR1D	ADRA2A	0.8252219011119977	
CHRM4	GPER1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLA2G4F	0.8638247395845513	
HTR1A	SSTR2	0.8354005520686607	
P2RY12	NMUR2	0.8421959353175904	
UGT1A9	rs2741049	0.9135172474836407	
HRH4	PDYN	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA4	0.8638247395845513	
DRD1	PTH	0.8407682499807351	
FOLR1	DYNLL2	0.8381680014777021	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.818984274335209	
CYP3A4	rs28371759	0.99	
GRIN1	HRAS	0.852724204446584	
EGFR	VAMP7	0.8628338709774962	
ADRA2A	ADRA2C	0.8459813396079446	
HRH1	GPRC6A	0.8252219011119977	
CHRM3	GNG2	0.8526462282435747	
HTR1A	C5	0.8407682499807351	
HTR1A	CCL27	0.8407682499807351	
rs6759892	UGT1A7	0.92274469442792	
HTR1B	ANXA1	0.8459813396079446	
JAK2	STAT6	0.8496066018949794	
CHRM2	ANXA1	0.8459813396079446	
HTR1D	GNG2	0.8526462282435747	
HTR6	MC1R	0.8252219011119977	
DRD3	CXCR5	0.8354005520686607	
P2RY12	CXCR4	0.8354005520686607	
CHRM2	NPBWR1	0.8354005520686607	
HTR1E	GRM6	0.8252219011119977	
UGT1A6	rs2070959	0.8953382542587163	
ADRB1	DRD5	0.8354005520686607	
ADORA1	CXCL5	0.8407682499807351	
HTR2A	LPAR5	0.8252219011119977	
HRH4	LPAR1	0.8252219011119977	
HTR1E	CCR3	0.8354005520686607	
HRH1	F2RL2	0.8252219011119977	
AGTR1	PTGER1	0.8252219011119977	
ADRA1D	GNB1	0.8632667287580127	
JAK3	JAK2	0.8554315896386415	
DRD4	TAS2R38	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:Ze+0W0eVhC83twMz3vRT3padrsk9606	0.8638247395845513	
DRD4	P2RY13	0.8354005520686607	
EGFR	BIN1	0.863443159858049	
UGT2B7	rs6600893	0.99	
OPRK1	NPY5R	0.8252219011119977	
HTR2C	NPFFR2	0.8252219011119977	
rs6759892	UGT1A9	0.9043820750088043	
CYP1A2	rs762551	0.99	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
JAK2	JAK2	0.8706048973867822	
UGT1A1	rs4148323	0.9509900498999999	
DRD5	GNAS	0.8549476386052599	
DRD3	PTGDR2	0.8252219011119977	
HTR1D	GALR3	0.8252219011119977	
OPRK1	CXCL1	0.8407682499807351	
HTR2B	P2RY1	0.8354005520686607	
HTR5A	GNAI3	0.8526462282435747	
HTR2B	P2RY10	0.8354005520686607	
HRH4	GRM4	0.8252219011119977	
HTR1E	OXGR1	0.8354005520686607	
GPR18	CCR3	0.8354005520686607	
HRH1	TAC1	0.833320481754769	
HTR1A	GPR17	0.8252219011119977	
Olanzapine	DRD1	1	
HRH2	GPR20	0.8252219011119977	
GRIN1	SOS1	0.8672683872743503	
HTR1B	FPR3	0.8354005520686607	
HTR7	PTH	0.8407682499807351	
UGT1A6	rs2070959	0.9320653479069899	
HRH1	GHRL	0.8407682499807351	
ADORA1	NPBWR1	0.8354005520686607	
ADRA2A	GNB1	0.8626329038096527	
DRD2	rs12364283	0.99	
CHRM1	PTGER1	0.8252219011119977	
DRD3	GNG2	0.8526462282435747	
HTR7	MC1R	0.8252219011119977	
ADRB1	RLN3	0.8407682499807351	
ADRA1D	GAST	0.8407682499807351	
DRD5	RLN2	0.8459813396079446	
ADRA1D	MLNR	0.8354005520686607	
ADRA1D	NPFFR1	0.8252219011119977	
HTR7	GPR27	0.8252219011119977	
HTR1E	CNR2	0.8354005520686607	
HTR2A	GPR65	0.8354005520686607	
DRD2	TAS2R14	0.8354005520686607	
ITGA2	rs1126643	0.8551864921887058	
DRD5	RAMP3	0.8421959353175904	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.818984274335209	
UGT1A9	rs6714486	0.8953382542587163	
HRH1	TRH	0.8407682499807351	
EDN1	rs5370	0.8249872769372213	
P2RY12	TAS2R4	0.8354005520686607	
ADRA1A	GNB1	0.8632667287580127	
DRD4	CHRM4	0.8354005520686607	
CHRM3	UTS2R	0.8354005520686607	
HTR6	RXFP2	0.8354005520686607	
HTR1E	CCR5	0.8354005520686607	
HTR5A	DRD4	0.8354005520686607	
DRD4	NPW	0.8407682499807351	
UGT1A9	rs72551344	0.9509900498999999	
HRH1	PROKR2	0.8354005520686607	
UGT2B7	rs4292394	0.99	
OPRK1	HTR5A	0.8354005520686607	
DRD2	CCL23	0.8407682499807351	
EGFR	CSF2	0.8435102388865442	
