LTA	Gastric ulcer	
THBD	rs1042580	0.99	
CHRM2	CCR6	0.8354005520686607	
ANKK1	rs7118900	0.9702989999999999	
DRD3	APLN	0.8407682499807351	
DRD2	MCHR2	0.8354005520686607	
DRD4	FPR2	0.8354005520686607	
PIK3CA	BCR	0.842023951637581	
PDGFRB	BTC	0.847975029345742	
HRH4	ADRA2C	0.8252219011119977	
PRKDC	complex:VOyGKAT35QsmHn2DY6bCidhTIuQ	0.846823395218	
ADRA2A	GNAZ	0.8567933402497072	
CHRM3	HRH1	0.8354005520686607	
EGFR	IL2	0.8435102388865442	
HRH4	CXCL10	0.8407682499807351	
Lidocaine	ABCB1	1	
RYR1	rs193922770	0.99	
ADRB1	ADORA2B	0.8354005520686607	
HTR2A	NMB	0.8407682499807351	
UGT1A1	rs1042640	0.9509900498999999	
ADRA1D	GHRL	0.8407682499807351	
ADRA1B	GNA12	0.8526462282435747	
HRH4	CCL25	0.8407682499807351	
UGT1A	rs10929303	0.8600583546412883	
HRH4	S1PR1	0.8252219011119977	
CFTR	AVPR2	0.863443159858049	
Ibuprofen	UGT2B4	1	
DRD4	CCL21	0.8407682499807351	
HTR1A	CXCR4	0.8354005520686607	
Pramipexole	HTR2A	1	
DRD2	NPBWR2	0.8354005520686607	
CHRM5	P2RY1	0.8354005520686607	
CHRM4	NPY1R	0.8252219011119977	
ADRA1B	AGT	0.8407682499807351	
DRD4	HTR1E	0.8354005520686607	
HRH4	NMS	0.8407682499807351	
CHRM3	EDNRB	0.8252219011119977	
CHRM5	GRPR	0.8354005520686607	
DRD1	GIP	0.8407682499807351	
HRH4	rs4483927	0.99	
CHRM4	ANXA1	0.8459813396079446	
ADRA1D	HCRTR2	0.8252219011119977	
FGFR2	KITLG	0.8435102388865442	
CYP2B6	rs7254579	0.99	
DRD2	HCAR2	0.8354005520686607	
HTR1B	C3AR1	0.8354005520686607	
HTR2A	GNRHR2	0.8354005520686607	
DRD3	KNG1	0.8407682499807351	
HTR1A	OXER1	0.8252219011119977	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*8	0.99	
ABCG2	rs12505410	0.99	
Clozapine	ADRA2C	1	
CFTR	EPN2	0.8628338709774962	
CHRM2	TAS2R40	0.8354005520686607	
ADORA1	S1PR1	0.8252219011119977	
Thalidomide	CYP1A1	1	
CYP2D6	rs5030655	0.99	
ADORA1	RLN3	0.8459813396079446	
HTR1A	PPY	0.833320481754769	
EGFR	FGF23	0.8658423074095727	
CYP2D6	rs1065852	0.99	
CHRM1	GRP	0.8407682499807351	
ADRA2C	rs61767072	0.99	
HTR1A	CCL20	0.8407682499807351	
DRD3	TAS2R14	0.8354005520686607	
ABL1	ROBO1	0.842023951637581	
Citalopram	CYP2C19	1	
HTR1D	HEBP1	0.8407682499807351	
APOC1	rs7412	0.8107944315918569	
CFTR	rs80282562	0.99	
HTR1E	MTNR1B	0.8252219011119977	
HTR2A	GHRL	0.8407682499807351	
HTR1D	FPR1	0.8354005520686607	
HTR1D	CXCL2	0.8407682499807351	
HRH4	SSTR4	0.8354005520686607	
DRD4	NPBWR1	0.8354005520686607	
HTR1B	CCL20	0.8407682499807351	
DRD3	HTR1B	0.8354005520686607	
ATM	NSD2	0.8687494702758105	
HTR2B	UTS2	0.8407682499807351	
HTR1B	GRM7	0.8252219011119977	
CHRM2	CNR2	0.8354005520686607	
UGT1A9	rs3806598	0.9509900498999999	
Ibuprofen	FABP2	1	
ATM	TP53BP1	0.8658049874828022	
EGFR	SGIP1	0.8658049874828022	
NFKB1	NOD1	0.8281207788973212	
HTR2A	SAA1	0.833320481754769	
EGFR	FGF3	0.8619307007599862	
UGT1A1	UGT1A1*1, UGT1A1*28	0.9135172474836407	
CYP2D6	rs567606867	0.99	
HRH1	NMS	0.8407682499807351	
PDGFRA	PDGFB	0.8693544416020658	
HTR2B	GRP	0.8407682499807351	
CHRM2	CCL21	0.8407682499807351	
PIK3CA	PDGFRA	0.8656414349454913	
CYP1A2	rs72547517	0.99	
DRD2	TAS2R50	0.8354005520686607	
HTR2A	GPR17	0.8252219011119977	
CHRM4	TAS2R39	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTN	0.8638247395845513	
HTR2B	CCK	0.833320481754769	
CYP2D6	rs3892097	0.99	
CHRM2	TAS2R16	0.8354005520686607	
EGFR	KIAA0319	0.8628338709774962	
ATM	BRIP1	0.8678348839587413	
ADORA2A	HRH2	0.8354005520686607	
Caffeine	RYR1	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FN1	0.8638247395845513	
DRD3	CXCL13	0.8407682499807351	
HTR1A	TAS2R7	0.8354005520686607	
HTR2B	GPR17	0.8252219011119977	
DRD2	CXCR6	0.8354005520686607	
DRD1	ADRB1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SETX	0.8638247395845513	
HTR6	PTH1R	0.8354005520686607	
rs4987161	CYP3A	0.9801	
Pramipexole	ADRA2C	1	
Clozapine	DRD2	1	
ADRB2	CRH	0.8407682499807351	
HRH4	TAS2R46	0.8354005520686607	
DRD2	S1PR1	0.8252219011119977	
CYP1A2	rs2470890	0.99	
Pseudoephedrine	ADRB2	1	
HTR7	ADRB3	0.8354005520686607	
ADORA2A	VIP	0.833320481754769	
ATM	RMI1	0.8678693755352653	
Citalopram	SLC6A2	1	
DRD1	GCG	0.849809014912932	
CHRM1	KNG1	0.8407682499807351	
UGT1A9	rs6714486	0.99	
PIK3CB	FYN	0.8611505155370949	
DRD4	LPAR1	0.8252219011119977	
CHRM5	LPAR2	0.8252219011119977	
ADORA2A	RAMP1	0.8421959353175904	
CHRM2	TAS2R1	0.8354005520686607	
CYP2C9	rs1057910	0.99	
ADRB2	GNG2	0.8526462282435747	
AKT1	rs2494752	0.8453590922813186	
HTR1B	APLN	0.8407682499807351	
HTR1E	GRM7	0.8252219011119977	
EGFR	EPN1	0.8671306900274336	
CHRM3	QRFPR	0.8252219011119977	
EGFR	FNBP1L	0.863443159858049	
DRD3	S1PR3	0.8252219011119977	
ADRA1B	GRP	0.8407682499807351	
HTR2B	FFAR1	0.8354005520686607	
Ibuprofen	ABCC4	1	
HRH1	P2RY11	0.8252219011119977	
UGT1A1	rs8330	0.99	
CHRM1	CASR	0.8354005520686607	
CHRM1	GCGR	0.8354005520686607	
HTR1A	GABBR1	0.8252219011119977	
CFTR	ARPC3	0.8628338709774962	
DRD4	GRM7	0.8252219011119977	
rs2070959	UGT1A10	0.96059601	
HRH4	POMC	0.8407682499807351	
rs6759892	UGT1A7	0.9043820750088043	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.818984274335209	
HTR1D	CCR7	0.8354005520686607	
HRH4	CXCR5	0.8354005520686607	
DRD5	GPR150	0.8252219011119977	
GRM5	F2R	0.8252219011119977	
DRD4	ADRA2C	0.8252219011119977	
CHRM4	S1PR2	0.8252219011119977	
HTR6	PTH2	0.8407682499807351	
CYP1A2	CYP1A2*1A, CYP1A2*1F	0.99	
DRD5	VIPR2	0.8252219011119977	
CHRM2	P2RY4	0.8354005520686607	
ADRB2	FCHO1	0.8583026292860755	
CFTR	CBL	0.8628338709774962	
CYP3A4	rs12721627	0.99	
EGFR	SNX9	0.863443159858049	
ADRB2	CALCA	0.8407682499807351	
SLC22A1	rs2282143	0.99	
KIT	FGF6	0.8610963123912945	
ADORA1	PYY	0.833320481754769	
HTR1A	rs878567	0.99	
CHRM4	HCAR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA2	0.8638247395845513	
HTR1D	ANXA1	0.8459813396079446	
ADRA1B	GPR17	0.8252219011119977	
Clomipramine	SLC6A2	1	
CHRM4	GNG2	0.8526462282435747	
DRD4	S1PR1	0.8252219011119977	
HTR2A	CCKBR	0.8354005520686607	
rs6759892	UGT1A10	0.9043820750088043	
CHRM4	TAS2R1	0.8354005520686607	
HRH4	TAS2R3	0.8354005520686607	
HTR1A	APLN	0.8407682499807351	
CHRM5	MLNR	0.8354005520686607	
DRD2	HCAR1	0.8354005520686607	
rs1042640	UGT1A	0.9414801494009999	
FGFR2	EGF	0.855946747881349	
Lidocaine	CYP1A2	1	
DRD3	GALR3	0.8252219011119977	
ADRB2	FNBP1	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC25A13	0.8638247395845513	
ADRA1D	GRM5	0.8354005520686607	
PIK3CA	PIP5K1C	0.792109822701367	
ATM	RAD17	0.8632667287580127	
CHRM2	CCR1	0.8354005520686607	
DRD2	TAS2R45	0.8354005520686607	
CHRM4	NPY2R	0.8252219011119977	
HRH4	GNAT3	0.8526462282435747	
HTR2B	GNRHR2	0.8354005520686607	
HTR6	GPR150	0.8252219011119977	
HTR2B	GPR4	0.8354005520686607	
DRD2	TAS2R16	0.8354005520686607	
CHRM5	PTGER1	0.8252219011119977	
ADORA1	P2RY12	0.8354005520686607	
CHRM2	CXCR3	0.8354005520686607	
DRD4	CXCR4	0.8354005520686607	
EGFR	LAT	0.8435102388865442	
ADRA1D	KISS1R	0.8252219011119977	
HTR1A	TAS2R43	0.8354005520686607	
HTR6	MC3R	0.8252219011119977	
ADORA1	PPBP	0.8407682499807351	
ADRA1B	EDN1	0.833320481754769	
Caffeine	PDE4B	1	
CHRM2	VAMP2	0.863443159858049	
CHRM3	XCR1	0.8252219011119977	
EGFR	FGF19	0.857607030791991	
ADRA1B	FFAR3	0.8354005520686607	
CHRM4	OPRD1	0.8354005520686607	
CHRM5	XCL1	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDCP1	0.8638247395845513	
DRD2	GNAI3	0.8526462282435747	
DRD2	rs4460839	0.99	
EGFR	TEK	0.8435102388865442	
HTR1E	ADRA2B	0.8252219011119977	
HTR2C	EDN3	0.833320481754769	
ADRA1D	OPN4	0.8354005520686607	
NFKB1	NFKBIA	0.8619307007599862	
UGT1A1	rs887829	0.9320653479069899	
HTR1A	TAS2R45	0.8354005520686607	
HTR1B	RXFP4	0.8354005520686607	
EGFR	TGOLN2	0.8628338709774962	
PTGS1	rs1330344	0.99	
DRD4	RLN3	0.8459813396079446	
HTR1A	HCAR1	0.8354005520686607	
HTR1E	APP	0.8407682499807351	
ADRA1B	SAA1	0.833320481754769	
ADRB2	GPR32	0.8252219011119977	
CHRM2	SLC18A3	0.863443159858049	
Ropinirole	HTR2C	1	
ADORA1	CNR2	0.8354005520686607	
HTR1A	CCR9	0.8354005520686607	
HTR2C	GNA15	0.8595571341704282	
CYP2C9	CYP2C9*1, CYP2C9*11, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6	0.99	
SLC22A1	rs34130495	0.99	
HTR1E	CXCL2	0.8407682499807351	
rs2070959	UGT1A7	0.8863848717161291	
EGFR	DIAPH1	0.8197146809151086	
TNF	SHARPIN	0.7983096722548423	
CHRM5	LPAR6	0.8354005520686607	
HTR6	RLN3	0.8407682499807351	
HRH4	NPY5R	0.8252219011119977	
HRH4	CXCR3	0.8354005520686607	
CHRM5	OPN4	0.8354005520686607	
Imatinib	CYP1A2	1	
PPARG	NCOR1	0.8294526363440686	
HTR2B	EDN3	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PALB2	0.8638247395845513	
UGT1A9	rs34993780	0.9135172474836407	
ADORA1	LPAR1	0.8252219011119977	
CHRM4	HCAR3	0.8354005520686607	
DRD1	RAMP2	0.8421959353175904	
HTR1B	C5AR1	0.8354005520686607	
ATM	KDM4A	0.8619307007599862	
Clozapine	DRD3	1	
ADRA1B	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
Clozapine	ADRA2A	1	
CHRM4	CORT	0.8407682499807351	
CYP2A6	rs8192720	0.99	
HRH1	QRFPR	0.8252219011119977	
HRH4	NPB	0.8407682499807351	
HTR1D	LPAR5	0.8252219011119977	
Pseudoephedrine	ADRB1	1	
CHRM4	CCL16	0.8407682499807351	
HTR2B	KISS1R	0.8252219011119977	
HTR2C	GAST	0.8407682499807351	
GRM5	GRP	0.8407682499807351	
CHRM2	TAS2R41	0.8354005520686607	
EGFR	CD3G	0.8628338709774962	
HTR1D	ADRA2A	0.8252219011119977	
CHRM4	GPER1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLA2G4F	0.8638247395845513	
HTR1A	SSTR2	0.8354005520686607	
HRH4	PDYN	0.8407682499807351	
UGT1A9	rs2741049	0.9135172474836407	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA4	0.8638247395845513	
ADORA2A	PTH2	0.8407682499807351	
DRD1	PTH	0.8407682499807351	
OCRL	rs757639	0.8527229762742226	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.818984274335209	
CYP3A4	rs28371759	0.99	
EGFR	VAMP7	0.8628338709774962	
ADRA2A	ADRA2C	0.8459813396079446	
HRH1	GPRC6A	0.8252219011119977	
CHRM3	GNG2	0.8526462282435747	
HTR1A	C5	0.8407682499807351	
HTR1A	CCL27	0.8407682499807351	
HTR1B	ANXA1	0.8459813396079446	
CFTR	KIAA0319	0.8621379174857935	
CHRM2	ANXA1	0.8459813396079446	
HTR1D	GNG2	0.8526462282435747	
HTR6	MC1R	0.8252219011119977	
DRD3	CXCR5	0.8354005520686607	
CHRM2	NPBWR1	0.8354005520686607	
HTR1E	GRM6	0.8252219011119977	
UGT1A6	rs2070959	0.8953382542587163	
ADRB1	DRD5	0.8354005520686607	
ADORA1	CXCL5	0.8407682499807351	
HTR2A	LPAR5	0.8252219011119977	
HRH4	LPAR1	0.8252219011119977	
ADORA2A	PTHLH	0.8407682499807351	
HRH1	F2RL2	0.8252219011119977	
HTR1E	CCR3	0.8354005520686607	
KIT	BTC	0.847975029345742	
ADRA1D	GNB1	0.8632667287580127	
DRD4	TAS2R38	0.8354005520686607	
FGFR2	ERBB3	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:Ze+0W0eVhC83twMz3vRT3padrsk9606	0.8638247395845513	
DRD4	P2RY13	0.8354005520686607	
EGFR	BIN1	0.863443159858049	
UGT2B7	rs6600893	0.99	
HTR2C	NPFFR2	0.8252219011119977	
CYP1A2	rs762551	0.99	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
UGT1A1	rs4148323	0.9509900498999999	
DRD5	GNAS	0.8549476386052599	
DRD3	PTGDR2	0.8252219011119977	
HTR1D	GALR3	0.8252219011119977	
HTR2B	P2RY1	0.8354005520686607	
HTR2B	P2RY10	0.8354005520686607	
HRH4	GRM4	0.8252219011119977	
HTR1E	OXGR1	0.8354005520686607	
HRH1	TAC1	0.833320481754769	
HTR1A	GPR17	0.8252219011119977	
HTR1B	FPR3	0.8354005520686607	
ADORA1	NPBWR1	0.8354005520686607	
HTR7	PTH	0.8407682499807351	
HRH1	GHRL	0.8407682499807351	
UGT1A6	rs2070959	0.9320653479069899	
CFTR	CD3D	0.8621379174857935	
ADRA2A	GNB1	0.8626329038096527	
DRD2	rs12364283	0.99	
CHRM1	PTGER1	0.8252219011119977	
DRD3	GNG2	0.8526462282435747	
PIK3CA	IRS2	0.8664849906990981	
HTR7	MC1R	0.8252219011119977	
ADRB1	RLN3	0.8407682499807351	
ADRA1D	GAST	0.8407682499807351	
DRD5	RLN2	0.8459813396079446	
ADRA1D	MLNR	0.8354005520686607	
ADRA1D	NPFFR1	0.8252219011119977	
Ibuprofen	SLC22A11	1	
HTR7	GPR27	0.8252219011119977	
ATM	PIAS4	0.8682074198572245	
HTR2A	GPR65	0.8354005520686607	
HTR1E	CNR2	0.8354005520686607	
DRD2	TAS2R14	0.8354005520686607	
ITGA2	rs1126643	0.8551864921887058	
DRD5	RAMP3	0.8421959353175904	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.818984274335209	
UGT1A9	rs6714486	0.8953382542587163	
PIK3CA	GAB1	0.870262106102767	
HRH1	TRH	0.8407682499807351	
EDN1	rs5370	0.8249872769372213	
ADRA1A	GNB1	0.8632667287580127	
DRD4	CHRM4	0.8354005520686607	
CHRM3	UTS2R	0.8354005520686607	
HTR6	RXFP2	0.8354005520686607	
RYR1	rs118192162	0.99	
HTR1E	CCR5	0.8354005520686607	
DRD4	NPW	0.8407682499807351	
UGT1A9	rs72551344	0.9509900498999999	
HRH1	PROKR2	0.8354005520686607	
UGT2B7	rs4292394	0.99	
DRD2	CCL23	0.8407682499807351	
EGFR	CSF2	0.8435102388865442	
ADRB2	PTH	0.8407682499807351	
ADRB2	EGFR	0.863443159858049	
NRG1	rs17716295	0.8587866487248589	
HTR1B	CXCR3	0.8354005520686607	
ADORA2A	GIP	0.8407682499807351	
PIK3CB	AKT1	0.847975029345742	
CHRM5	GNRHR	0.8354005520686607	
HTR2B	GNRHR	0.8354005520686607	
CHRM1	GHSR	0.8354005520686607	
ADRA1D	AVPR1B	0.8354005520686607	
ADORA1	BDKRB1	0.8354005520686607	
HTR1E	NPBWR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OBSL1	0.818984274335209	
HTR7	RXFP1	0.8354005520686607	
CHRM4	GNAT3	0.8526462282435747	
CHRM5	LTB4R	0.8252219011119977	
FGFR2	IRS1	0.8435102388865442	
EGFR	GRIN2B	0.8435102388865442	
HTR1A	TAS2R31	0.8354005520686607	
HTR1E	TAS2R1	0.8354005520686607	
CHRM1	EDNRB	0.8252219011119977	
HRH1	GPR4	0.8354005520686607	
ADORA2A	rs5760410	0.99	
EGFR	PDGFRB	0.853898073011433	
CHRM5	F2RL3	0.8252219011119977	
ABCB1	ABCB1*2(PMID:11503014)	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CACNA1I	0.8638247395845513	
CHRM2	PDYN	0.8407682499807351	
ATM	KAT5	0.8706787856479858	
ADORA1	TAS2R14	0.8354005520686607	
ADRB2	GCG	0.849809014912932	
DRD2	TAS2R46	0.8354005520686607	
Clomipramine	ABCB1	1	
TNF	RNF31	0.7983096722548423	
DRD4	GNAI3	0.8526462282435747	
Cabergoline	ADRA1A	1	
PIK3CB	FGF8	0.8584669291223378	
DRD1	HTR7	0.8354005520686607	
ADORA1	CCR1	0.8354005520686607	
ADRA1D	NMUR2	0.8421959353175904	
ADRA1D	P2RY11	0.8252219011119977	
CHRM4	KNG1	0.8407682499807351	
HRH4	NMUR1	0.8354005520686607	
CHRM5	CYSLTR1	0.8252219011119977	
Hyoscyamine	CHRM2	1	
HTR1D	CCR1	0.8354005520686607	
HTR2A	rs7997012	0.99	
HTR7	FSHR	0.8354005520686607	
HTR2A	PTAFR	0.8252219011119977	
HTR1A	ADORA1	0.8354005520686607	
IL2	INPPL1	0.7989062580087279	
DRD2	TAS2R4	0.8354005520686607	
EGFR	STAM	0.8665370616181098	
KIT	FGFR2	0.8435102388865442	
TNF	TNFRSF1A	0.8645520075007879	
ADORA1	NPW	0.8407682499807351	
HTR1A	GAL	0.833320481754769	
IL2	rs6822844	0.99	
ADRA1D	LPAR1	0.8252219011119977	
ADRB1	VIP	0.833320481754769	
UGT1A1	rs4124874	0.9135172474836407	
GRM5	GNA15	0.8595571341704282	
Ropinirole	HTR1B	1	
EGFR	CLTB	0.8654065929327814	
HTR7	NPS	0.8407682499807351	
SLC22A1	rs594709	0.99	
PDE4B	ADCY4	0.8281207788973212	
HTR2C	GCG	0.8407682499807351	
ADORA2A	GPR45	0.8252219011119977	
Doxylamine	HRH1	1	
DRD3	GPER1	0.8354005520686607	
HTR1E	CHRM4	0.8354005520686607	
PIK3CA	CD19	0.8638403979636339	
HTR2C	GRPR	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*6	0.99	
RYR1	rs111888148	0.99	
DRD1	INSL3	0.8407682499807351	
DRD5	GHRH	0.8407682499807351	
UGT1A9	rs17868320	0.9509900498999999	
ADRA1D	TAC3	0.833320481754769	
ABCB1	rs4148738	0.99	
SI	SLC5A1	0.8513157657742707	
DRD3	TAS2R31	0.8354005520686607	
CHRM4	ADORA1	0.8354005520686607	
CHRM4	NPY4R	0.8252219011119977	
PIK3CB	PTPN11	0.8501064762909536	
HTR2A	APP	0.833320481754769	
CHRM1	TACR2	0.8252219011119977	
CHRM2	ACTR2	0.8628338709774962	
DRD4	CXCL8	0.8459813396079446	
PIK3CA	CSF2RB	0.8368330405128926	
HRH4	TAS2R30	0.8354005520686607	
CHRM4	MT-RNR2	0.8459813396079446	
DRD4	INSL5	0.8407682499807351	
ADRB2	TGOLN2	0.863443159858049	
Scopolamine	CHRM3	1	
CHRM2	ITSN1	0.8664623807565615	
PIK3CA	BTC	0.8670221984258657	
DRD1	GHRH	0.8407682499807351	
HTR1A	NPBWR1	0.8354005520686607	
HRH4	OPRK1	0.8354005520686607	
HTR2C	APP	0.833320481754769	
ADORA1	GNAI3	0.8526462282435747	
EGFR	LRRK2	0.842023951637581	
ADRA1D	BDKRB1	0.8354005520686607	
HTR1A	rs6295	0.99	
ABCC1	rs212091	0.99	
CFTR	EPS15L1	0.8628338709774962	
HTR1B	TAS2R3	0.8354005520686607	
Clozapine	CYP1A1	1	
CHRM5	UTS2B	0.8407682499807351	
ADRA1A	FFAR1	0.8354005520686607	
DRD2	SST	0.8407682499807351	
CHRM2	AP2A1	0.8669217489920482	
Paroxetine	CHRM3	1	
CHRM2	UBC	0.863443159858049	
HRH4	TAS2R8	0.8354005520686607	
EGFR	NCAM1	0.8435102388865442	
CHRM2	P2RY13	0.8354005520686607	
HTR2C	GNG2	0.8526462282435747	
rs2070959	UGT1A8	0.8863848717161291	
HTR2A	CCKAR	0.8252219011119977	
CHRM4	DRD4	0.8354005520686607	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3, CYP2C19*4	0.99	
HTR6	GCGR	0.8354005520686607	
ADRB1	rs1801253	0.99	
DRD2	PDYN	0.8407682499807351	
CHRM2	GRB2	0.863443159858049	
ATM	RPA1	0.8655817255260572	
PDGFRB	PIK3CB	0.8492966271403907	
CYP1A1	rs2606345	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT5	0.8638247395845513	
HTR1A	GRM4	0.8252219011119977	
ADRA1B	PROKR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DGKG	0.8638247395845513	
HTR7	DRD5	0.8354005520686607	
ADRA1D	GNRHR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HP	0.818984274335209	
HTR2C	KISS1R	0.8252219011119977	
EGFR	FGF20	0.8658423074095727	
HTR2C	rs2497538	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT6B	0.8638247395845513	
CHRM2	TRIP10	0.863443159858049	
PIK3CB	FGF4	0.8584669291223378	
Metoprolol	ADRB2	1	
rs429358	APOC1	0.829786598184209	
CHRM2	CXCL1	0.8407682499807351	
HTR1E	P2RY12	0.8354005520686607	
HTR1D	NMUR1	0.8354005520686607	
ADRB2	BIN1	0.863443159858049	
HRH1	UTS2	0.8407682499807351	
ADRA1B	KNG1	0.8407682499807351	
PIK3CA	FGF8	0.8694355050132356	
HRH1	NPFF	0.833320481754769	
HRH4	PTGDR2	0.8252219011119977	
