NPPB	Cerebral edema	
TNFRSF1A	Facial edema	
CCR5	Pulmonary edema	
FPR1	Pulmonary edema	
PLAU	Cerebral edema	
SLC25A13	Cerebral edema	
EGLN1	Pulmonary edema	
FGF7	Pulmonary edema	
VEGFA	High altitude pulmonary edema	
F2R	Pulmonary edema	
VEGFA	Pulmonary edema	
TH	High altitude pulmonary edema	
HIF1A	Pulmonary edema	
AVPR1A	Cerebral edema	
FGF10	Pulmonary edema	
REN	High altitude pulmonary edema	
EDN1	Cerebral edema	
PLAT	Cerebral edema	
ABCC8	Cerebral edema	
ADRB2	Pulmonary edema	
FSHR	Pulmonary edema	
F2	Cerebral edema	
TEK	Pulmonary edema	
F2R	Cerebral edema	
ALB	Pulmonary edema	
CXCL2	Pulmonary edema	
GFAP	Cerebral edema	
CAV1	Pulmonary edema	
EDNRA	High altitude pulmonary edema	
TNFRSF1A	Periorbital edema	
EDN1	High altitude pulmonary edema	
ROCK1	Pulmonary edema	
APOE	Cerebral edema	
MYL4	Cerebral edema	
DMD	Cerebral edema	
NRG1	Pulmonary edema	
ALOX5	Pulmonary edema	
TRPV1	Pulmonary edema	
AGTR1	High altitude pulmonary edema	
PTGS2	Pulmonary edema	
ADRB2	High altitude pulmonary edema	
GHRH	Pulmonary edema	
CXCL8	Pulmonary edema	
IL2	Pulmonary edema	
ACE	High altitude pulmonary edema	
MPO	Pulmonary edema	
EGLN1	High altitude pulmonary edema	
HRH4	CCL25	0.8407682499807351	
HRH4	S1PR1	0.8252219011119977	
MLNR	P2RY11	0.8252219011119977	
DRD4	CCL21	0.8407682499807351	
SSTR5	HCAR1	0.8354005520686607	
HTR1A	CXCR4	0.8354005520686607	
Pramipexole	HTR2A	1	
DRD2	NPBWR2	0.8354005520686607	
CHRM5	P2RY1	0.8354005520686607	
CHRM4	NPY1R	0.8252219011119977	
ADRA1B	AGT	0.8407682499807351	
Loxapine	DRD3	1	
DRD4	HTR1E	0.8354005520686607	
HRH4	NMS	0.8407682499807351	
CHRM3	EDNRB	0.8252219011119977	
CHRM5	GRPR	0.8354005520686607	
DRD1	GIP	0.8407682499807351	
HRH4	rs4483927	0.99	
CHRM4	ANXA1	0.8459813396079446	
ADRA1D	HCRTR2	0.8252219011119977	
CYP2B6	rs7254579	0.99	
DRD2	HCAR2	0.8354005520686607	
HTR1B	C3AR1	0.8354005520686607	
HTR2A	GNRHR2	0.8354005520686607	
DRD3	KNG1	0.8407682499807351	
HTR1A	OXER1	0.8252219011119977	
HTR5A	GRM6	0.8252219011119977	
AGTR1	UTS2	0.8407682499807351	
AGTR1	GRP	0.8407682499807351	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*8	0.99	
AVPR1A	TAC3	0.833320481754769	
ABCG2	rs12505410	0.99	
HRH2	ADCYAP1	0.8407682499807351	
SSTR1	NPY2R	0.8252219011119977	
CHRM2	TAS2R40	0.8354005520686607	
SSTR5	ADORA1	0.8354005520686607	
ADORA1	S1PR1	0.8252219011119977	
CYP2D6	rs5030655	0.99	
Diflunisal	TTR	1	
HTR1A	PPY	0.833320481754769	
AVPR2	RAB5A	0.8129393082389929	
SSTR1	HTR1E	0.8354005520686607	
CYP2D6	rs1065852	0.99	
CHRM1	GRP	0.8407682499807351	
ADRA2C	rs61767072	0.99	
P2RY12	CCR10	0.8354005520686607	
EGFR	FGF23	0.8658423074095727	
ADORA1	RLN3	0.8459813396079446	
HTR1A	CCL20	0.8407682499807351	
DRD3	TAS2R14	0.8354005520686607	
APOC1	rs7412	0.8107944315918569	
HTR1D	HEBP1	0.8407682499807351	
HTR1E	MTNR1B	0.8252219011119977	
HTR5A	TAS2R14	0.8354005520686607	
HTR2A	GHRL	0.8407682499807351	
HTR1D	FPR1	0.8354005520686607	
HTR1D	CXCL2	0.8407682499807351	
HRH4	SSTR4	0.8354005520686607	
DRD4	NPBWR1	0.8354005520686607	
HTR1B	CCL20	0.8407682499807351	
DRD3	HTR1B	0.8354005520686607	
AVPR2	EGFR	0.863443159858049	
HTR2B	UTS2	0.8407682499807351	
SSTR5	NMU	0.8407682499807351	
HTR1B	GRM7	0.8252219011119977	
Insulin Detemir	INSR	1	
NDUFC2	NDUFAF7	0.8484307441293273	
Bromocriptine	DRD1	1	
CHRM2	CNR2	0.8354005520686607	
Perphenazine	CYP2D6	1	
EGFR	SGIP1	0.8658049874828022	
CES1	rs8192935	0.99	
HTR2A	SAA1	0.833320481754769	
Octreotide	SSTR2	1	
EGFR	FGF3	0.8619307007599862	
CYP2D6	rs567606867	0.99	
HRH1	NMS	0.8407682499807351	
HTR2B	GRP	0.8407682499807351	
CHRM2	CCL21	0.8407682499807351	
AVPR1A	CHRM5	0.8354005520686607	
DRD2	TAS2R50	0.8354005520686607	
CYP1A2	rs72547517	0.99	
PTGIR	CALCR	0.8421959353175904	
P2RY12	INSL5	0.8407682499807351	
HTR2A	GPR17	0.8252219011119977	
CHRM4	TAS2R39	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTN	0.8638247395845513	
HTR2B	CCK	0.833320481754769	
CYP2D6	rs3892097	0.99	
CHRM2	TAS2R16	0.8354005520686607	
EGFR	KIAA0319	0.8628338709774962	
ADORA2A	HRH2	0.8354005520686607	
P2RY12	HCAR2	0.8354005520686607	
HTR5A	PTGER3	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FN1	0.8638247395845513	
DRD3	CXCL13	0.8407682499807351	
AVPR1B	QRFPR	0.8252219011119977	
HTR1A	TAS2R7	0.8354005520686607	
HTR2B	GPR17	0.8252219011119977	
DRD2	CXCR6	0.8354005520686607	
DRD1	ADRB1	0.8354005520686607	
AVPR1B	KNG1	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SETX	0.8638247395845513	
HTR6	PTH1R	0.8354005520686607	
rs4987161	CYP3A	0.9801	
Pramipexole	ADRA2C	1	
AVPR1A	F2R	0.8252219011119977	
ADRB2	CRH	0.8407682499807351	
HRH4	TAS2R46	0.8354005520686607	
DRD2	S1PR1	0.8252219011119977	
CYP1A2	rs2470890	0.99	
HTR7	ADRB3	0.8354005520686607	
ADORA2A	VIP	0.833320481754769	
DRD1	GCG	0.849809014912932	
CHRM1	KNG1	0.8407682499807351	
DRD4	LPAR1	0.8252219011119977	
CHRM5	LPAR2	0.8252219011119977	
P2RY12	rs6787801	0.99	
ADORA2A	RAMP1	0.8421959353175904	
P2RY12	MTNR1B	0.8252219011119977	
CHRM2	TAS2R1	0.8354005520686607	
CYP2C9	rs1057910	0.99	
ADRB2	GNG2	0.8526462282435747	
HTR1B	APLN	0.8407682499807351	
HTR1E	GRM7	0.8252219011119977	
HTR5A	SSTR4	0.8354005520686607	
AVPR1B	MLN	0.8407682499807351	
EGFR	EPN1	0.8671306900274336	
CHRM3	QRFPR	0.8252219011119977	
MLNR	TACR3	0.8252219011119977	
EGFR	FNBP1L	0.863443159858049	
DRD3	S1PR3	0.8252219011119977	
ADRA1B	GRP	0.8407682499807351	
AVPR1A	GNA14	0.8595571341704282	
HTR2B	FFAR1	0.8354005520686607	
Modafinil	SLC6A3	1	
UGT1A7	rs2070959	0.9320653479069899	
Carvedilol	NPPB	1	
HRH1	P2RY11	0.8252219011119977	
VEGFA	rs35864111	0.99	
CHRM1	CASR	0.8354005520686607	
CHRM1	GCGR	0.8354005520686607	
HTR1A	GABBR1	0.8252219011119977	
rs2070959	UGT1A10	0.96059601	
DRD4	GRM7	0.8252219011119977	
rs6759892	UGT1A7	0.9043820750088043	
HRH4	POMC	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.818984274335209	
HTR1D	CCR7	0.8354005520686607	
HRH4	CXCR5	0.8354005520686607	
UGT1A6	rs4261716	0.9702989999999999	
DRD5	GPR150	0.8252219011119977	
MLNR	F2RL2	0.8252219011119977	
GJA1	GJA1	0.8533279570218225	
DRD4	ADRA2C	0.8252219011119977	
CHRM4	S1PR2	0.8252219011119977	
HTR6	PTH2	0.8407682499807351	
CYP1A2	CYP1A2*1A, CYP1A2*1F	0.99	
SSTR1	TAS2R14	0.8354005520686607	
MLNR	TACR1	0.8252219011119977	
SSTR5	C3AR1	0.8354005520686607	
DRD5	VIPR2	0.8252219011119977	
CHRM2	P2RY4	0.8354005520686607	
ADRB2	FCHO1	0.8583026292860755	
AVPR1A	P2RY1	0.8354005520686607	
CYP3A4	rs12721627	0.99	
EGFR	SNX9	0.863443159858049	
ADRB2	CALCA	0.8407682499807351	
SLC22A1	rs2282143	0.99	
PDE4A	ADCY5	0.8281207788973212	
AGTR1	GCGR	0.8354005520686607	
ADORA1	PYY	0.833320481754769	
HTR1A	rs878567	0.99	
CHRM4	HCAR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA2	0.8638247395845513	
AVPR1B	CHRM3	0.8354005520686607	
HTR1D	ANXA1	0.8459813396079446	
ADRA1B	GPR17	0.8252219011119977	
AVPR1B	EDN2	0.833320481754769	
AGTR1	HTR2B	0.8354005520686607	
CHRM4	GNG2	0.8526462282435747	
DRD4	S1PR1	0.8252219011119977	
SSTR2	CCR9	0.8354005520686607	
HTR2A	CCKBR	0.8354005520686607	
rs6759892	UGT1A10	0.9043820750088043	
CHRM4	TAS2R1	0.8354005520686607	
SSTR2	NMU	0.8407682499807351	
HRH4	TAS2R3	0.8354005520686607	
HTR1A	APLN	0.8407682499807351	
CHRM5	MLNR	0.8354005520686607	
L-Tyrosine	TAT	1	
DRD2	HCAR1	0.8354005520686607	
SSTR5	TAS2R9	0.8354005520686607	
HTR5A	CXCL12	0.8407682499807351	
DRD3	GALR3	0.8252219011119977	
SSTR1	AGT	0.8407682499807351	
ADRB2	FNBP1	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC25A13	0.8638247395845513	
ADRA1D	GRM5	0.8354005520686607	
VEGFA	SHB	0.8665296810183852	
Carvedilol	CYP2D6	1	
P2RY12	NPY5R	0.8252219011119977	
CHRM2	CCR1	0.8354005520686607	
SSTR5	CXCL11	0.8407682499807351	
DRD2	TAS2R45	0.8354005520686607	
AVPR2	DNAJC6	0.851137711762708	
CHRM4	NPY2R	0.8252219011119977	
HRH4	GNAT3	0.8526462282435747	
Perphenazine	CYP2C19	1	
HTR2B	GNRHR2	0.8354005520686607	
HTR6	GPR150	0.8252219011119977	
HTR2B	GPR4	0.8354005520686607	
DRD2	TAS2R16	0.8354005520686607	
SSTR5	TAS2R10	0.8354005520686607	
CHRM5	PTGER1	0.8252219011119977	
ADORA1	P2RY12	0.8354005520686607	
CHRM2	CXCR3	0.8354005520686607	
SSTR1	GALR2	0.8252219011119977	
DRD4	CXCR4	0.8354005520686607	
SSTR1	GAL	0.833320481754769	
EGFR	LAT	0.8435102388865442	
MLNR	F2RL3	0.8252219011119977	
UGT1A9	rs35350960	0.9320653479069899	
ADRA1D	KISS1R	0.8252219011119977	
HTR1A	TAS2R43	0.8354005520686607	
HTR6	MC3R	0.8252219011119977	
ADORA1	PPBP	0.8407682499807351	
AVPR1A	F2RL1	0.8252219011119977	
ADRA1B	EDN1	0.833320481754769	
HRH2	PTHLH	0.8407682499807351	
CHRM2	VAMP2	0.863443159858049	
CHRM3	XCR1	0.8252219011119977	
EGFR	FGF19	0.857607030791991	
ADRA1B	FFAR3	0.8354005520686607	
CHRM4	OPRD1	0.8354005520686607	
CHRM5	XCL1	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDCP1	0.8638247395845513	
DRD2	GNAI3	0.8526462282435747	
DRD2	rs4460839	0.99	
EGFR	TEK	0.8435102388865442	
HTR1E	ADRA2B	0.8252219011119977	
HTR2C	EDN3	0.833320481754769	
ADRA1D	OPN4	0.8354005520686607	
SSTR1	CXCL6	0.8459813396079446	
HTR1A	TAS2R45	0.8354005520686607	
HTR1B	RXFP4	0.8354005520686607	
EGFR	TGOLN2	0.8628338709774962	
Vandetanib	ABCC1	1	
NDUFC2	NDUFV2	0.8370620429147057	
Quetiapine	HTR2A	1	
PTGS1	rs1330344	0.99	
DRD4	RLN3	0.8459813396079446	
Treprostinil	PPARD	1	
HTR1A	HCAR1	0.8354005520686607	
HTR1E	APP	0.8407682499807351	
ADRA1B	SAA1	0.833320481754769	
ADRB2	GPR32	0.8252219011119977	
MLNR	GPR68	0.8354005520686607	
TGFB1	F11R	0.8537585491243176	
CHRM2	SLC18A3	0.863443159858049	
Ropinirole	HTR2C	1	
ADORA1	CNR2	0.8354005520686607	
HTR5A	TAS2R42	0.8354005520686607	
HTR1A	CCR9	0.8354005520686607	
HTR2C	GNA15	0.8595571341704282	
PTK6	ARAP1	0.8310189406311155	
CYP2C9	CYP2C9*1, CYP2C9*11, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6	0.99	
SLC22A1	rs34130495	0.99	
AGTR1	AVPR1A	0.8354005520686607	
AVPR1A	LPAR6	0.8354005520686607	
HTR1E	CXCL2	0.8407682499807351	
SSTR2	CXCL8	0.8459813396079446	
AGTR1	LTB4R	0.8252219011119977	
rs2070959	UGT1A7	0.8863848717161291	
EGFR	DIAPH1	0.8197146809151086	
AVPR2	GAK	0.851137711762708	
TNF	SHARPIN	0.7983096722548423	
CHRM5	LPAR6	0.8354005520686607	
HTR6	RLN3	0.8407682499807351	
HRH4	NPY5R	0.8252219011119977	
HRH4	CXCR3	0.8354005520686607	
CHRM5	OPN4	0.8354005520686607	
PPARG	NCOR1	0.8294526363440686	
P2RY12	CCL20	0.8407682499807351	
HTR2B	EDN3	0.833320481754769	
HTR5A	ADORA1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PALB2	0.8638247395845513	
UGT1A9	rs34993780	0.9135172474836407	
ADORA1	LPAR1	0.8252219011119977	
CHRM4	HCAR3	0.8354005520686607	
DRD1	RAMP2	0.8421959353175904	
HTR1B	C5AR1	0.8354005520686607	
ADRA1B	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
CHRM4	CORT	0.8407682499807351	
HRH1	QRFPR	0.8252219011119977	
HRH4	NPB	0.8407682499807351	
HTR1D	LPAR5	0.8252219011119977	
HTR5A	HRH4	0.8354005520686607	
P2RY12	HRH4	0.8354005520686607	
CHRM4	CCL16	0.8407682499807351	
MTHFR	rs1476413	0.99	
HTR2B	KISS1R	0.8252219011119977	
HTR2C	GAST	0.8407682499807351	
CHRM2	TAS2R41	0.8354005520686607	
EGFR	CD3G	0.8628338709774962	
HTR1D	ADRA2A	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLA2G4F	0.8638247395845513	
CHRM4	GPER1	0.8354005520686607	
UGT1A9	rs2741049	0.9135172474836407	
HTR1A	SSTR2	0.8354005520686607	
P2RY12	NMUR2	0.8421959353175904	
HRH4	PDYN	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA4	0.8638247395845513	
ADORA2A	PTH2	0.8407682499807351	
DRD1	PTH	0.8407682499807351	
Aminocaproic Acid	PLG	1	
SSTR5	RXFP3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.818984274335209	
CYP3A4	rs28371759	0.99	
EGFR	VAMP7	0.8628338709774962	
MLNR	NPFFR1	0.8252219011119977	
ADRA2A	ADRA2C	0.8459813396079446	
HRH1	GPRC6A	0.8252219011119977	
CHRM3	GNG2	0.8526462282435747	
HTR1A	C5	0.8407682499807351	
HTR1A	CCL27	0.8407682499807351	
AVPR1B	UTS2B	0.8407682499807351	
AVPR1B	TRHR	0.8354005520686607	
HTR1B	ANXA1	0.8459813396079446	
CHRM2	ANXA1	0.8459813396079446	
HTR1D	GNG2	0.8526462282435747	
HTR6	MC1R	0.8252219011119977	
DRD3	CXCR5	0.8354005520686607	
P2RY12	CXCR4	0.8354005520686607	
CHRM2	NPBWR1	0.8354005520686607	
HTR1E	GRM6	0.8252219011119977	
ADRB1	DRD5	0.8354005520686607	
VEGFA	KDR	0.8695419162896381	
ADORA1	CXCL5	0.8407682499807351	
HTR2A	LPAR5	0.8252219011119977	
HRH4	LPAR1	0.8252219011119977	
SSTR1	OXGR1	0.8354005520686607	
ADORA2A	PTHLH	0.8407682499807351	
HTR1E	CCR3	0.8354005520686607	
HRH1	F2RL2	0.8252219011119977	
AGTR1	PTGER1	0.8252219011119977	
AVPR1A	NMU	0.8407682499807351	
ADRA1D	GNB1	0.8632667287580127	
DRD4	TAS2R38	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:Ze+0W0eVhC83twMz3vRT3padrsk9606	0.8638247395845513	
DRD4	P2RY13	0.8354005520686607	
EGFR	BIN1	0.863443159858049	
AVPR1B	NMBR	0.8354005520686607	
HTR2C	NPFFR2	0.8252219011119977	
rs6759892	UGT1A9	0.9043820750088043	
CYP1A2	rs762551	0.99	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
DRD5	GNAS	0.8549476386052599	
DRD3	PTGDR2	0.8252219011119977	
HTR1D	GALR3	0.8252219011119977	
HTR2B	P2RY1	0.8354005520686607	
HTR5A	GNAI3	0.8526462282435747	
HTR2B	P2RY10	0.8354005520686607	
SSTR5	CXCL10	0.8407682499807351	
HRH4	GRM4	0.8252219011119977	
HTR1E	OXGR1	0.8354005520686607	
Cyproheptadine	CHRM3	1	
Loxapine	HTR6	1	
MLNR	APP	0.833320481754769	
HRH1	TAC1	0.833320481754769	
SSTR1	CCR6	0.8354005520686607	
HTR1A	GPR17	0.8252219011119977	
Pentoxifylline	ADORA2A	1	
HRH2	GPR20	0.8252219011119977	
HTR1B	FPR3	0.8354005520686607	
HTR7	PTH	0.8407682499807351	
ADORA1	NPBWR1	0.8354005520686607	
HRH1	GHRL	0.8407682499807351	
L-Tyrosine	YARS2	1	
SSTR2	KNG1	0.8407682499807351	
Levocetirizine	CYP3A4	1	
MLNR	GPR65	0.8354005520686607	
ADRA2A	GNB1	0.8626329038096527	
DRD2	rs12364283	0.99	
CHRM1	PTGER1	0.8252219011119977	
DRD3	GNG2	0.8526462282435747	
Bromocriptine	ADRA2C	1	
Bromocriptine	HTR1B	1	
HTR7	MC1R	0.8252219011119977	
ADRB1	RLN3	0.8407682499807351	
ADRA1D	GAST	0.8407682499807351	
DRD5	RLN2	0.8459813396079446	
ADRA1D	MLNR	0.8354005520686607	
ADRA1D	NPFFR1	0.8252219011119977	
HTR7	GPR27	0.8252219011119977	
AVPR2	HTR7	0.8354005520686607	
HTR1E	CNR2	0.8354005520686607	
HTR2A	GPR65	0.8354005520686607	
DRD2	TAS2R14	0.8354005520686607	
SSTR2	HTR5A	0.8354005520686607	
ITGA2	rs1126643	0.8551864921887058	
DRD5	RAMP3	0.8421959353175904	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.818984274335209	
UGT1A9	rs6714486	0.8953382542587163	
HRH1	TRH	0.8407682499807351	
SSTR1	RXFP3	0.8354005520686607	
EDN1	rs5370	0.8249872769372213	
PTGIR	GCGR	0.8354005520686607	
PDE4A	ADCY7	0.8281207788973212	
P2RY12	TAS2R4	0.8354005520686607	
ADRA1A	GNB1	0.8632667287580127	
DRD4	CHRM4	0.8354005520686607	
CHRM3	UTS2R	0.8354005520686607	
HTR6	RXFP2	0.8354005520686607	
AVPR2	KIAA0319	0.863443159858049	
HTR1E	CCR5	0.8354005520686607	
HTR5A	DRD4	0.8354005520686607	
Fosinopril	SLC15A2	1	
DRD4	NPW	0.8407682499807351	
AVPR1B	HCRTR2	0.8252219011119977	
CHRM2	rs324650	0.8548087282594685	
HRH1	PROKR2	0.8354005520686607	
MLNR	CHRM1	0.8354005520686607	
DRD2	CCL23	0.8407682499807351	
EGFR	CSF2	0.8435102388865442	
NDUFC2	NDUFS1	0.8370620429147057	
SSTR2	ADRA2A	0.8252219011119977	
Pindolol	CYP2D6	1	
ADRB2	PTH	0.8407682499807351	
ADRB2	EGFR	0.863443159858049	
HTR1B	CXCR3	0.8354005520686607	
ADORA2A	GIP	0.8407682499807351	
SSTR5	CCR9	0.8354005520686607	
Loxapine	HTR1A	1	
CHRM5	GNRHR	0.8354005520686607	
AGTR1	NTS	0.833320481754769	
HRH2	GHRHR	0.8354005520686607	
HTR2B	GNRHR	0.8354005520686607	
CHRM1	GHSR	0.8354005520686607	
P2RY12	SSTR2	0.8354005520686607	
ADRA1D	AVPR1B	0.8354005520686607	
ADORA1	BDKRB1	0.8354005520686607	
HTR1E	NPBWR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OBSL1	0.818984274335209	
HTR7	RXFP1	0.8354005520686607	
CHRM4	GNAT3	0.8526462282435747	
CHRM5	LTB4R	0.8252219011119977	
Aminocaproic Acid	PLAT	1	
EGFR	GRIN2B	0.8435102388865442	
HTR1A	TAS2R31	0.8354005520686607	
HTR1E	TAS2R1	0.8354005520686607	
CHRM1	EDNRB	0.8252219011119977	
AVPR1A	LPAR1	0.8252219011119977	
HRH1	GPR4	0.8354005520686607	
ADORA2A	rs5760410	0.99	
EGFR	PDGFRB	0.853898073011433	
CHRM5	F2RL3	0.8252219011119977	
SSTR1	GRM7	0.8252219011119977	
ABCB1	ABCB1*2(PMID:11503014)	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CACNA1I	0.8638247395845513	
CHRM2	PDYN	0.8407682499807351	
P2RY12	CCL27	0.8407682499807351	
ADORA1	TAS2R14	0.8354005520686607	
Apomorphine	ADRA2B	1	
ADRB2	GCG	0.849809014912932	
DRD2	TAS2R46	0.8354005520686607	
TNF	RNF31	0.7983096722548423	
DRD4	GNAI3	0.8526462282435747	
Cefaclor	SLC15A2	1	
HRH2	GCG	0.849809014912932	
Cabergoline	ADRA1A	1	
DRD1	HTR7	0.8354005520686607	
SSTR2	HTR1B	0.8354005520686607	
ADORA1	CCR1	0.8354005520686607	
PPARD	FABP5	0.8294526363440686	
HRH2	GPR27	0.8252219011119977	
P2RY12	PPBP	0.8407682499807351	
ADRA1D	NMUR2	0.8421959353175904	
ADRA1D	P2RY11	0.8252219011119977	
JUN	MAPK9	0.8354005520686607	
